lexemeId,lemma,category,categoryLabel,senses
http://www.wikidata.org/entity/L447919,angolano,http://www.wikidata.org/entity/Q1084,noun,1
http://www.wikidata.org/entity/L447920,moçambicano,http://www.wikidata.org/entity/Q1084,noun,1
http://www.wikidata.org/entity/L447922,machista,http://www.wikidata.org/entity/Q1084,noun,1
http://www.wikidata.org/entity/L447923,nazista,http://www.wikidata.org/entity/Q34698,adjective,1
http://www.wikidata.org/entity/L447925,arcebispo,http://www.wikidata.org/entity/Q1084,noun,1
http://www.wikidata.org/entity/L447927,traçado,http://www.wikidata.org/entity/Q1084,noun,1
http://www.wikidata.org/entity/L447928,fracasso,http://www.wikidata.org/entity/Q1084,noun,1
http://www.wikidata.org/entity/L447929,término,http://www.wikidata.org/entity/Q1084,noun,1
http://www.wikidata.org/entity/L447930,felino,http://www.wikidata.org/entity/Q1084,noun,1
http://www.wikidata.org/entity/L447931,canino,http://www.wikidata.org/entity/Q1084,noun,1
http://www.wikidata.org/entity/L447932,molar,http://www.wikidata.org/entity/Q1084,noun,1
http://www.wikidata.org/entity/L447934,periódico,http://www.wikidata.org/entity/Q1084,noun,1
http://www.wikidata.org/entity/L447935,verbete,http://www.wikidata.org/entity/Q1084,noun,1
http://www.wikidata.org/entity/L447936,degrau,http://www.wikidata.org/entity/Q1084,noun,1
http://www.wikidata.org/entity/L447937,terrorista,http://www.wikidata.org/entity/Q1084,noun,1
http://www.wikidata.org/entity/L447938,trapézio,http://www.wikidata.org/entity/Q1084,noun,1
http://www.wikidata.org/entity/L447939,losango,http://www.wikidata.org/entity/Q1084,noun,1
http://www.wikidata.org/entity/L447940,octógono,http://www.wikidata.org/entity/Q1084,noun,1
http://www.wikidata.org/entity/L447941,triângulo,http://www.wikidata.org/entity/Q1084,noun,1
http://www.wikidata.org/entity/L447942,orgasmo,http://www.wikidata.org/entity/Q1084,noun,1
http://www.wikidata.org/entity/L447943,consumo,http://www.wikidata.org/entity/Q1084,noun,1
http://www.wikidata.org/entity/L477645,crise,http://www.wikidata.org/entity/Q1084,noun,1
http://www.wikidata.org/entity/L477646,medicina,http://www.wikidata.org/entity/Q1084,noun,1
http://www.wikidata.org/entity/L477649,apresentação,http://www.wikidata.org/entity/Q1084,noun,1
http://www.wikidata.org/entity/L477155,final,http://www.wikidata.org/entity/Q1084,noun,1
http://www.wikidata.org/entity/L477156,século,http://www.wikidata.org/entity/Q1084,noun,1
http://www.wikidata.org/entity/L477157,álbum,http://www.wikidata.org/entity/Q1084,noun,1
http://www.wikidata.org/entity/L477158,governo,http://www.wikidata.org/entity/Q1084,noun,1
http://www.wikidata.org/entity/L477160,país,http://www.wikidata.org/entity/Q1084,noun,1
http://www.wikidata.org/entity/L477161,início,http://www.wikidata.org/entity/Q1084,noun,1
http://www.wikidata.org/entity/L477162,período,http://www.wikidata.org/entity/Q1084,noun,1
http://www.wikidata.org/entity/L477163,número,http://www.wikidata.org/entity/Q1084,noun,1
http://www.wikidata.org/entity/L477165,campeonato,http://www.wikidata.org/entity/Q1084,noun,1
http://www.wikidata.org/entity/L477168,futebol,http://www.wikidata.org/entity/Q1084,noun,1
http://www.wikidata.org/entity/L477170,caso,http://www.wikidata.org/entity/Q1084,noun,1
